Stage Name,Full Name,Korean Name,Korean Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Yooa,Yoo Siah,유시아,유아,9/17/1995,Oh My Girl,South Korea,,160,50,Seoul,,,F,,,
Yoochun,Park Yoochun,박유천,유천,7/4/1986,JYJ,South Korea,,0,0,Seoul,,TVXQ,M,,,
Yoohyeon,Kim Yoohyeon,김유현,유현,1/7/1997,Dreamcatcher,South Korea,,171,0,Incheon,,Minx,F,,,
Yoojin,Jang Yoojin,정유진,유진,9/14/1992,,South Korea,,0,0,,,Brave Girls,F,,yoojinbabe,
Yoojun,Jun Yoojun,정유준,유준,7/26/1995,D1CE,South Korea,,0,0,,,,M,,,
Yoojung,Choi Yoojung,최유정,유정,11/12/1999,Weki Meki,South Korea,,0,0,Guri,"I.O.I, WJMK",,F,,,
Yoojung,Lee Taeyeop,이태엽,유정,5/19/1997,OnlyOneOf,South Korea,,0,0,,,,M,,,
Yookyung,Seo Yookyung,서유경,유경,3/15/1993,,South Korea,,167,48,,,AOA BLACK,F,,,
Yoomin,Na Yoomin,나유민,유민,8/29/1993,MELODYDAY,South Korea,,165,0,,,,F,Main Rapper,im.umin,
Yoon,Heo Yoon,허윤,윤,9/23/1994,4TEN,South Korea,,0,0,,,,F,,,
Yoon,Ji Hayoon,지하윤,윤,7/8/1997,Gate9,South Korea,,162,0,Busan,,,F,,queenyunista,
Yoona,Im Yoona,임윤아 ,윤아,5/30/1990,SNSD,South Korea,,166,47,Seoul,,,F,,yoona__lim,
Yoonbin,Ha Yoonbin,하윤빈,윤빈,12/11/2000,,South Korea,,0,0,,,,M,,,
Yoonhye,Jung Yoonhye,정윤혜,윤혜,4/14/1990,Rainbow,South Korea,,166,47,Daejeon,,,F,,,
Yoonhye,Jung Yoonhye,정윤혜,윤혜,10/4/2001,FANATICS,South Korea,,173,0,,FANATICS FLAVOR,,F,,,
Yoonji,,,윤지,7/21/1998,Lusty,South Korea,,163,45,,,,F,"Rap, Leader",,
Yoonjo,Shin Yoonjo,신윤조,윤조,12/14/1992,UNI.T,South Korea,,0,0,Seoul,,Hello Venus,F,,,
Yoonsan,Yoon Sanghyuk,윤상혁,윤산,8/22/1994,HOTSHOT,South Korea,,0,0,,,,M,,,
Yoosung,Jeong Yoosung,정유성,유성,10/8/1992,,South Korea,,175,52,,,Bigflo,M,,,
Yooyoung,Lee Yooyoung,이유영,유영,1/23/1995,Hello Venus,South Korea,,170,49,Suwon,,,F,,hv_u0,
Yoseob,Yang Yoseob,양요섭,요섭,1/5/1990,Highlight,South Korea,,171,56,Seoul,,Beast,M,,,
Yoshinori,Kanemoto Yoshinori,카네모토 요시노리,요시노리,5/15/2000,Treasure,Japan,,0,0,Kobe,,,M,,,
Youi,Kim Jihyeo,유아이,유아이,4/24/2000,Dreamnote,South Korea,,163,45,,,,F,,,
Young K,Kang Young-hyun,강영현,영케이,12/19/1993,DAY6,South Korea,Canada,0,0,,,,M,Bassist,,
Youngbin,Kim Youngbin,김영빈,영빈,11/23/1993,SF9,South Korea,,0,0,,,,M,,,
Youngho,Noh Youngho,노영호,영호,3/24/1993,SIGNAL,South Korea,,0,0,,,,M,,,
Younghoon,Kim Younghoon,김영훈,영훈,8/8/1997,The Boyz,South Korea,,182,63,,,,M,,,
Youngjae,Yoo Youngjae,유영재,영재,1/24/1994,B.A.P,South Korea,,178,65,Seoul,,,M,,,
Youngjae,Choi Youngjae,최영재,영재,9/17/1996,GOT7,South Korea,,175,59,Mokpo,,,M,,,
Youngji,Hur Youngji,허영지,영지,8/30/1994,,South Korea,,0,0,Goyang,,KARA,F,,,
Youngmin,Jo Youngmin,조영민,영민,4/24/1995,Boyfriend,South Korea,,180,0,Anyang,,,M,,,
Youngmin,Lee Youngmin,임영민,영민,12/25/1995,AB6IX,South Korea,,0,0,Busan,MXM,,M,,,
Youngwoong,Cho Youngwoon,조영웅,영웅,5/1/1999,14U,South Korea,,0,0,,,,M,,,
Yua,Mikami Yua,미카미 유아,유아,8/16/1993,Honey Popcorn,Japan,,0,0,,,,F,,,
Yubin,Kim Yubin,김유빈,유빈,10/4/1988,Wonder Girls,South Korea,,163,0,Gwangju,,,F,,,
Yubin,Cho Yubin,조유빈,유빈,10/9/1999,Pink Fantasy,South Korea,,156,40,,,,F,,,
Yuem,Park Subin,박수빈,유음,12/25/1996,H.U.B,South Korea,,0,0,,,,F,,,
Yugyeom,Kim Yugyeom,김유겸,유겸,11/17/1997,GOT7,South Korea,,180,64,Namyangju,,,M,,,
Yuha,Kang Kyungwon,강경원,유하,11/5/1997,Hinapia,South Korea,,170,50,,,Pristin,F,,,
Yujeong,Kim Yujeong,김유정,유정,2/14/1992,LABOUM,South Korea,,161,42,Seoul,,,F,Leader,,
Yujeong,Nam Yujeong,남유정,유정,5/2/1991,Brave Girls,South Korea,,0,0,Seoul,,,F,,,
Yuji,Son Yuji,손유지,유지,11/25/1998,3YE,South Korea,,160,45,,,Apple.B,F,,,
Yujin,Choi Yujin,최유진,유진,8/12/1996,CLC,South Korea,,164,0,Jeonju,,,F,,,
Yujin,Seo Yoojin,소유진,유진,6/18/1994,Playback,South Korea,,0,0,,,,F,,,
Yujin,Jeong Yujin,정유진,유진,10/23/1989,S#aFLA,South Korea,,0,0,,,D-Unit,F,,,
Yujin,Ahn Yujin,안유진,유진,9/1/2003,IZ*ONE,South Korea,,0,0,Cheongju,,,F,,,
Yuju,Choi Yuna,최유나,유주,10/4/1997,Gfriend,South Korea,,169,0,Goyang,,,F,,,
Yuju,Choi Yuju,최유주,유주,3/5/1997,Cherry Bullet,South Korea,,0,0,,,,F,,,
Yukyung,Lee Yukyung,이유경,유경,11/5/1999,ELRIS,South Korea,,0,0,,,,F,,,
Yulhee,Kim Yulhee,김율희,율희,11/27/1997,,South Korea,,166,52,Bucheon,,LABOUM,F,Main Rapper,,
Yuna,Seo Yuna,서유나,유나,12/30/1992,AoA,South Korea,,163,45,Busan,AOA BLACK,,F,,yn_s_1230,
Yuna,Lee Yuna,이유나,유나,4/6/1993,Brave Girls,South Korea,,0,0,Seoul,,,F,,,
Yuna,Shin Yuna,신유나,유나,12/9/2003,ITZY,South Korea,,0,0,,,,F,,,
Yunho,Jang Yunho,장윤호,윤호,4/15/2000,VARSITY,South Korea,,176,57,,,,M,,,
Yunho,Jeong Yunho,정윤호,윤호,3/23/1999,ATEEZ,South Korea,,184,0,Gwangju,,,M,,,
Yunji,Lee Yunji,이윤지,윤지,4/4/1992,Playback,South Korea,,0,0,,,,F,,,
Yunji,Kim Yunji,김윤지,윤지,8/26/1996,ARIAZ,South Korea,,0,0,,,,F,,,
Yunkyung,Seo Yunkyung,서윤경,윤경,11/1/2001,Rocket Punch,South Korea,,161,0,,,,F,,,
Yunmin,Yun Min,윤민,윤민,2/26/2001,Newkidd,South Korea,,0,0,,,,M,,,
Yunsung,Hwang Yunsung,황윤성,윤성,3/19/1996,Romeo,South Korea,,0,0,,,,M,,,
Yuqi,Song Yuqi,송우기,우기,9/23/1999,(G)I-DLE,China,,162,48,Beijing,,,F,,,
Yura,Kim Ahyoung,김아영,유라,11/6/1992,Girl's Day,South Korea,,168,49,Ulsan,,,F,,yura_936,
Yuri,Kwon Yuri,권유리 ,유리,12/5/1989,SNSD,South Korea,,167,45,Goyang,,,F,,yulyulk,
Yuri,Jo Yuri,조유리,유리,10/22/2001,IZ*ONE,South Korea,,0,0,Busan,,,F,,,
Yurim,Park Yurim,박유림,유림,4/13/1998,3YE,South Korea,,164,0,,,Apple.B,F,,,
Yuta,Nakamoto Yuta,나카모토 유타,유타,10/26/1995,NCT,Japan,,0,0,Osaka,NCT 127,,M,,,
Yuto,Adachi Yuto,아다치 유토,유토,1/23/1998,PENTAGON,Japan,,0,0,,,,M,,,
Yuvin,Song Yuvin,송유빈,유빈,4/28/1998,B.O.Y,South Korea,,0,0,,,MYTEEN,M,,,
Yves,Ha Sooyoung,하수영,이브,5/24/1997,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
YY,Kim Moonyong,김문용,와이와이,8/30/1991,UNVS,South Korea,,0,0,,,,M,,,
Z-UK,Jeong Jaewook,정재욱,지욱,1/27/1993,,South Korea,,174,62,,,Bigflo,M,,,
Zelo,Choi Junhong,최준홍,젤로,10/15/1996,B.A.P,South Korea,,182,63,Mokpo,,,M,,,
Zhou Mi,Zhou Mi,조미,조미,4/19/1986,Super Junior-M,China,,184,64,Wuhan,,,M,,,
Zico,Woo Jiho,우지호,지코,9/14/1992,Block B,South Korea,,182,65,Seoul,,,M,,,
Ziu,Park Heejun,박희준,지우,6/16/1997,VAV,South Korea,,185,70,,,,M,,,
ZN,Bae Jinye,배진예,지엔,6/9/1994,LABOUM,South Korea,,169,48,Bucheon,UNI.T,,F,Main Dancer,,
Zuho,Bae Juho,백주호,주호,7/4/1996,SF9,South Korea,,0,0,,,,M,,,
Zuny,Kim Joomi,김주미,주니,12/8/1994,Ladies' Code,South Korea,,0,0,Gwangju,,,F,,,
